,id,rain,fog,wetness,noise,damage,daytime,result
0,1,0.6851385213862178,0.3124792182852828,0.8875554933622141,0.2224430290021434,0.8817246272998401,4.337373935696325,1
1,2,0.1725979605457797,0.958027053013198,0.2980583699627395,0.32186452217749717,0.5078993402262034,20.3347897556614,1
2,3,0.04727417758036334,0.5436749463517635,0.6892086039740074,0.685179807938573,0.05946216476999744,17.273209090565878,1
3,4,0.23239410876943045,0.7100831783788648,0.6112719370491576,0.5172578661629641,0.6068269263955954,9.448298128110181,1
4,5,0.9678587555575305,0.264201724695184,0.6815735422853123,0.9663781355474982,0.17911404432754674,22.088542049386433,1
5,6,0.4008173871953741,0.19545992847611038,0.9604985659690178,0.048651554431008104,0.9803732040937374,8.130908899450052,0
6,7,0.21486625971339424,0.7670510680188948,0.28686190905434694,0.27377587291911365,0.564642638265222,7.503915917209331,1
7,8,0.1596579344578749,0.30456158821771917,0.3189044762972384,0.4138668388249195,0.8891775569342393,4.584835445945916,1
8,9,0.8970761631514951,0.8438219899334705,0.16590443598767235,0.7963466974056324,0.948062247561317,4.659214824095344,0
9,10,0.8857988132354898,0.3830266919700376,0.5972535219287775,0.07857890613402574,0.1810416492463437,3.8263135956343612,1
10,11,0.7264470103215946,0.5834821725317486,0.6243116699929798,0.2025893312808138,0.13902190093125122,0.392383465853702,1
11,12,0.13260531271496223,0.06600348910674192,0.157214318950462,0.1938599693877,0.6440935835301279,2.2667657467360716,1
12,13,0.19944242144919677,0.0009874735415861258,0.6916947286104999,0.6532948261993575,0.19231198700509677,6.385879952371048,1
13,14,0.2141680834066566,0.22622744972475672,0.08627960581177019,0.7839806245355899,0.6867314785844926,6.83854599618158,0
14,15,0.16875787172811574,0.6337359643997896,0.04820048305602709,0.5180496002105576,0.6696689040740155,12.363791542836834,1
15,16,0.5891656013725172,0.2789891995733078,0.9996355936053656,0.0794445218083426,0.18751419688377458,12.973008048409854,1
16,17,0.8974848560474621,0.8590023040899452,0.8775359435793264,0.871543179178799,0.11315233723765294,19.564175939389468,1
17,18,0.05349827120811346,0.8130896227557588,0.2514869490858528,0.6647699729290254,0.27858823105592856,7.901816427478132,1
18,19,0.6326836307891038,0.5490071396685202,0.09265727936870105,0.5443115616593448,0.7701701751362595,7.4101909768528404,0
19,20,0.7834003601447852,0.982501082705899,0.8280639135715493,0.814078012460519,0.9236797107185951,18.689939499887753,0
20,21,0.8593125680861585,0.909455928698697,0.4636365179973936,0.05564908939741331,0.005776252049084163,19.270838591333657,1
21,22,0.5185956040186048,0.2470187125831178,0.8725074374464873,0.06733552565276013,0.023948013204965424,14.54242982163623,1
22,23,0.39384226690999424,0.5327353056550969,0.5210696761009701,0.19693260589504702,0.07762948850366957,9.514415880875422,1
23,24,0.2804902931172073,0.2958234883250903,0.5165514912785625,0.23000560365333267,0.44204420758644114,4.498029926484496,1
24,25,0.9471705113349276,0.9174549443718787,0.7229204094133139,0.26462212478753655,0.23835773645705205,6.84581107874815,1
25,26,0.14810620822900533,0.033818727885532085,0.2871428677521458,0.9514571942764283,0.5455203418383795,20.084633466369315,1
26,27,0.4430031646316912,0.10381524699784705,0.8114900080331404,0.49608640181738994,0.5688230978407119,7.228310380158831,1
27,28,0.1983027769558644,0.298709885903221,0.06049072884985596,0.1567538539697857,0.03538460896552231,14.642917528458621,1
28,29,0.9908284733907785,0.60306131038097,0.11788915305510284,0.40737169572642673,0.6775075322807708,0.14128053164663168,0
29,30,0.040496264733388854,0.5593517417257123,0.999857249272546,0.796830060289532,0.05700234194103504,13.672889310117572,1
30,31,0.03196344894966008,0.9471312483855655,0.7802099106997716,0.2763218414952189,0.9657565365627508,4.368629318250331,0
31,32,0.17574414341059508,0.35380353626141803,0.4415513757584626,0.11307443174535026,0.04860978262547799,1.6499536469590579,0
32,33,0.2130235870798899,0.9216727388593443,0.026214200327391635,0.1370456043316851,0.7486384932715439,4.276810755935753,1
33,34,0.5044845056120767,0.505467928361066,0.6669812944009036,0.15033707475078717,0.21274246203979508,16.132453631038253,1
34,35,0.4626835076180442,0.9240921962376402,0.04683073401868565,0.4257892562989781,0.1611528119383242,5.057990042749997,1
35,36,0.037249390076776634,0.6996161394460181,0.27879610059362214,0.8357163115366909,0.036453291864534054,7.211701038869697,1
36,37,0.5420808057530963,0.8036387319359715,0.8882492847980324,0.8668242031754169,0.9253229172596832,7.706620311776991,0
37,38,0.3186857243718746,0.5493708504689429,0.04033919550903886,0.665362029200585,0.396578786432187,11.867169437944217,1
38,39,0.3404644349331033,0.9440341453926195,0.17342151241654824,0.8606095045993692,0.772497480480298,23.181649088541953,1
39,40,0.6146738083869745,0.03706188383886211,0.7295989143099609,0.06764510708352134,0.37150504661489914,21.431008355838507,0
40,41,0.6943130781589515,0.6236093815955752,0.7502968045427911,0.10648981291255433,0.9519520770357844,8.66400403844326,1
41,42,0.3427094738874654,0.14346122570895947,0.09021314581837236,0.9548695352800355,0.6536210078005867,6.252260317819329,1
42,43,0.585543145654995,0.6483544376751413,0.6080476973348324,0.780630422787821,0.2971446039913216,9.068877099033887,1
43,44,0.06091978737047443,0.9464382688471379,0.07160097280709221,0.4434676516658703,0.1969447535662373,5.391630545725579,1
44,45,0.13736116099415574,0.6729498339804372,0.8181706860103158,0.3577034624881247,0.6241400558306004,19.447585729769212,1
45,46,0.5927271033953769,0.5229065211820373,0.9222129052377551,0.8870635004893974,0.5888357145192165,22.106948595055005,1
46,47,0.23777790285160516,0.874640146641512,0.49595355889795656,0.2176386240455228,0.7282314285316491,4.951506734167328,1
47,48,0.7575935549029862,0.8022985098794958,0.26660187207264996,0.413547960278022,0.8848995877063047,15.655980307613838,1
48,49,0.4767720792024913,0.8621887844963192,0.9695938052734455,0.8224722187904527,0.5587840451882125,15.609122501629223,1
49,50,0.48904482425480655,0.9489009692166288,0.4637221199903323,0.8370220743139047,0.0028838244438568195,5.948024311512998,1
50,51,0.18149416920816874,0.8966720767845447,0.6794966375269336,0.4028332960961465,0.051235480961945745,20.201516806020507,0
51,52,0.7499384342662868,0.16833731616884118,0.07082094106642867,0.6482506120945362,0.5857949826246651,11.060940049003918,1
52,53,0.7529585741032792,0.03427783084378988,0.1866182336976241,0.4586344728561752,0.18670419346491351,2.9924970235695874,1
53,54,0.09432086655059901,0.40508849348863674,0.6402122807866691,0.39249970187906424,0.5585259203558232,17.156095109483097,1
54,55,0.3191933668589866,0.8456334481528458,0.5821764885055227,0.6108145862043222,0.8290576523655602,19.96394098776041,0
55,56,0.4354174183805479,0.9051925958199474,0.7283364217511066,0.5325799955650121,0.3408175526507362,20.476198295959563,0
56,57,0.1403142711066323,0.6553479932088982,0.8312950664345898,0.4232577016647604,0.30743286086585275,14.654155516910233,1
57,58,0.8860152579307791,0.8798143443656848,0.14666827862814658,0.5558417628118271,0.2858905385303363,13.862730147940935,1
58,59,0.9772166023544514,0.8911753347447683,0.6602411430739535,0.6225084703662692,0.6723114000050058,4.722205406789055,1
59,60,0.27006496946562,0.39670920093519524,0.06798668587548629,0.7400171413455059,0.29796655835812735,8.843799835705664,1
60,61,0.5827818645301858,0.9414568380645935,0.25542520257166035,0.5304808304576821,0.2585812545635304,16.754612495466855,0
61,62,0.10106617330383516,0.7072289632628385,0.22294349782806155,0.7052304646076545,0.39739042602095687,0.26186762328678004,0
62,63,0.9896522903373632,0.3018452155950577,0.24729522126500547,0.8138332498320481,0.780711089365147,13.510983367281032,0
63,64,0.08551381057258822,0.908191211473152,0.7785123028107067,0.5213079602422782,0.007305152288647254,4.8279470767670984,1
64,65,0.30263084694657283,0.700668310402474,0.9762477681575588,0.10981834762694132,0.037459868023860365,21.045804189721558,1
65,66,0.06115230134375638,0.44636310509328536,0.4092782006911113,0.7279111992475696,0.07968480383487053,22.45018183317339,0
66,67,0.7598924757466482,0.1430854826566642,0.011554222443172057,0.30560486238688356,0.716835425101186,5.760083621165235,1
67,68,0.43107841990646345,0.8236126559687028,0.843002595658765,0.8837128882778702,0.20601568367288747,18.14506615133464,1
68,69,0.16351226723951573,0.3500729829299546,0.014220921063468839,0.3628664652532788,0.2750234226888165,1.9660007463141405,1
69,70,0.5507430787237463,0.28552670024272575,0.3957410685095045,0.23722694892879226,0.9809504664463312,14.346255768662367,1
70,71,0.24147706575471417,0.3000134202017791,0.7751936544405834,0.010336585798901288,0.4487043796094293,0.5897008956017205,1
