brake_1_change_rate,brake_1_change_magnitude,brake_1_mean,brake_1_confidence,brake_2_change_rate,brake_2_change_magnitude,brake_2_mean,brake_2_confidence,result,speed_difference_1_change_rate,speed_difference_1_change_magnitude,speed_difference_1_mean,speed_difference_1_confidence,speed_difference_2_change_rate,speed_difference_2_change_magnitude,speed_difference_2_mean,speed_difference_2_confidence,npc_theta_1_change_rate,npc_theta_1_change_magnitude,npc_theta_1_mean,npc_theta_1_confidence,npc_theta_2_change_rate,npc_theta_2_change_magnitude,npc_theta_2_mean,npc_theta_2_confidence,relative_distance_1_change_rate,relative_distance_1_change_magnitude,relative_distance_1_mean,relative_distance_1_confidence,relative_distance_2_change_rate,relative_distance_2_change_magnitude,relative_distance_2_mean,relative_distance_2_confidence,relative_distance_3_change_rate,relative_distance_3_change_magnitude,relative_distance_3_mean,relative_distance_3_confidence,relative_distance_4_change_rate,relative_distance_4_change_magnitude,relative_distance_4_mean,relative_distance_4_confidence
0.6053793277657376,3.0268966388286875,9.422952515050246,0.09188269925258431,2.175,4.35,2.175,0.0016828903396325001,0,-0.3534759630480814,-30.04545685908692,25.178898763346314,0.01150187963808374,-0.8358855354066288,-5.851198747846402,1.3542546970420324,0.01150187963808374,-0.0070921399632008315,-0.21276419889602494,2.205653007429646,1.3888466758811883e-09,0.001557599685737543,0.049843189943601374,2.193341573332326,4.140093591244383e-06,-0.2697224003511778,-1.348612001755889,9.172743550492916,5.242885663363464e-22,-0.15552991222299625,-3.888247805574906,4.493216002113936,8.533047625744067e-17,0.4628579538331284,11.57144884582821,10.145770279167168,0.006737946999085467,0.363111493951861,2.5417804576630267,18.245795968381238,0.04978706836786395
4.2141721612160365,42.14172161216037,13.387748756593925,0.04978706836786395,-7.512495380717192,-75.12495380717192,9.959621104624565,0.006737946999085467,1,0.04963137939136523,2.4815689695682615,21.191914573189916,3.059023205018258e-07,2.036170737799788,30.542561066996825,18.536022606824368,0.36787944117144233,,,,,,,,,0.03463259240384851,0.17316296201924253,9.173065398019698,9.522631838243978e-08,-0.15052657741875214,-4.515797322562564,7.544036372101257,3.8417038733782744e-05,0.21933341186900518,2.1933341186900517,5.805382125451317,0.015498539585933644,-0.06755089423212812,-0.3377544711606406,6.442634151392052,0.11451957845196112
3.2846815737056554,16.423407868528276,7.957943849658608,0.0836905410028172,-0.6807835762295117,-8.16940291475414,2.902164047609983,0.0836905410028172,0,-0.7231376867235035,-28.925507468940143,23.90859182943879,0.6390345213689863,0.06711720381192134,1.1409924648026628,7.43353465095661,0.6390345213689863,-0.02196314260297072,-0.2196314260297072,2.2496159909951245,0.10452862168176648,0.00154129030319348,0.07244064425009356,2.1754575840567756,0.7723678495504711,-0.2752340712409905,-2.7523407124099046,7.220478494459779,0.06354260682439332,-0.2311190065067599,-3.4667850976013983,3.633360692888641,5.283750246118941e-08,0.440381053340632,13.21143160021896,9.064192633004314,3.904192698131148e-07,0.5258093458464952,1.0516186916929904,16.90966806360781,0.00015750637497701953
1.835892557766093,18.35892557766093,4.693593565745632,0.011468077132467938,3.0566726967938944,33.62339966473284,38.057550439242405,0.6261357958701551,1,-1.5127033468732398,-68.07165060929579,32.64404380975597,0.6051833660195033,-4.663446886698775,-74.6151501871804,-18.262632121209936,0.011084319993481865,-0.024077479439228,-0.24077479439228,2.2728189416023667,0.1934270586621556,0.0028734493401808927,0.06034243614379875,2.122833436060129,0.1934270586621556,0.2658167485664449,2.658167485664449,7.683354040761245,0.016557304859579514,-0.060546744061108736,-3.0273372030554366,8.493492806673109,5.554356999177574e-06,-0.28361951754360265,-1.4180975877180133,4.466135890738598,0.12234285445453011,0.0372943312176508,0.2237659873059048,3.987259426264982,0.12234285445453011
-0.0,0.0,,0.7547504099384876,0.4118887945997866,9.885331070394878,0.7898717350349663,1.0756431756783294e-21,0,-0.3438164713221795,-12.033576496276282,23.62201724842612,0.10589341219913631,-4.8263327675987195,-19.305331070394878,6.385567569588182,0.10589341219913631,-0.0077930883952817,-0.155861767905634,2.2583854075542718,0.08962745295474102,0.00023298454366522435,0.004426706329639263,2.213090142622208,0.012129756731406052,-0.33557232787861474,-3.3557232787861473,6.262982304765936,0.15384381865804653,-0.0893653190658081,-0.8936531906580809,3.586522225087603,0.15384381865804653,0.4065329875296039,7.724126763062474,6.784936161353598,0.15384381865804653,,,,
3.657643674170089,18.288218370850444,10.691928705793934,0.19535286098066018,2.9166024126874284,17.49961447612457,18.284764126668687,0.19535286098066018,1,0.9081837339647407,22.704593349118518,32.81356940904764,0.09854465810183326,-7.799463707139253,-85.79410077853179,-1.3002100289887017,0.09854465810183326,-0.026437040146760182,-0.2643704014676018,2.2755099593366026,0.943736009618657,0.0030742136396592437,0.06455848643284412,2.0757943137699897,0.943736009618657,0.027292529082414953,0.2729252908241495,9.72009236891672,7.852894125580514e-14,-0.2625568865037987,-5.251137730075974,7.182205353780229,3.168083602509134e-11,-0.3608263298047594,3.608263298047594,,0.015370439000858962,-0.22616597379521042,-4.749485449699419,4.323129021040414,1.729715038473378e-09
-3.5758443492317995,17.879221746158997,,3.3056694812617365e-19,-0.11825418330062556,-3.0746087658162646,0.11825418330062556,1.5007716226727255e-23,0,-0.6521566129536974,-22.82548145337941,31.25227118179119,0.6443600639237493,0.0,0.0,16.400312833832267,3.2920929327150106e-12,-0.008749496114347721,-0.17498992228695442,2.2664010163727113,1.3933970236125504e-09,0.00029529383572442686,0.006201170550212964,2.2055117280030836,0.6760277392444032,-0.014220240016762097,-0.14220240016762098,10.079146143427181,2.2879437422420893e-17,-0.3349359056499945,-6.69871811299989,6.610665154577229,5.039531457893745e-13,-0.08756093830101008,-0.4378046915050504,2.8663077433037674,3.3089547999190955e-05,0.3277226144116324,5.243561830586119,5.242062709716508,6.060562121446182e-07
3.3097199470973075,16.548599735486537,8.846083583460944,0.07213381917422647,0.07389756690254602,1.0345659366356443,44.97394423218056,0.00976225084888254,0,-2.49308029950433,-24.9308029950433,34.75615039911794,0.011528335947501394,-3.1938216071748147,-60.68261053632148,-33.46631804078638,0.6294258156941712,,,,,,,,,0.04742419820651937,0.9484839641303875,9.398883089001346,0.012768774724903613,-0.14455328678887067,-2.16829930183306,8.295033571373217,2.6318406278336983e-11,0.2709957845513401,1.3549789227567004,8.647209140781507,0.012768774724903613,0.31486823515569995,1.2594729406227998,10.395797987164965,0.012768774724903613
0.0,0.0,0.0,0.17709998303577076,2.468562270944002,4.937124541888004,17.700565148020402,0.17709998303577076,0,-0.5756577109504845,-23.026308438019377,30.56864094898226,0.09729117546386469,-5.190059887434411,-36.33041921204088,7.03175692650844,0.013166928787825109,-0.012817581174374482,-0.19226371761561722,2.284235291702847,1.478315582633644e-09,0.0006255765352136677,0.01376268377470069,2.1931691760215504,0.09706615553095985,0.027926112306574248,0.27926112306574247,9.449942064292944,6.673399869465849e-20,-0.30581138896116944,-6.116227779223388,6.648377793790262,4.931012600607964e-19,-0.02887023265120403,-0.14435116325602015,2.6841625023677564,3.8936735164210346e-05,0.38925908273423904,4.671108992810868,4.911466451545417,5.2695140817573845e-06
0.0,0.0,0.0,0.18035985856016354,4.190276155954902,25.141656935729415,22.50692129982229,0.18035985856016354,1,-0.28331169651890326,-8.499350895567098,35.3387454012955,0.7858548787205489,-6.356410689565611,-38.13846413739367,-20.34078676621158,0.014393434177595567,-0.028222103748390737,-0.28222103748390737,2.253815902528089,0.1874465699156258,0.0035552716066046164,0.03910798767265078,2.060238665451909,0.1874465699156258,0.08124230703649768,0.8124230703649769,8.734426159375179,0.1940368858713304,-0.25640275087594766,-5.384457768394901,6.695344082405029,0.1940368858713304,,,,,,,,
2.5364115317860283,12.682057658930141,18.387385279821554,0.0645161037589877,3.0670507517787398,39.87165977312362,38.20834712273515,0.0645161037589877,0,-0.5043400641467917,-7.565100962201875,14.27882342648922,0.001628601770732994,-3.364343738083587,-77.3799059759225,-15.920182717588798,0.0889186438227244,-0.006882060940839119,-0.13764121881678237,2.2533079045540916,0.011808407490379763,0.00046809494397355894,0.008425708991524061,2.222460820588784,0.0015980941722838844,-0.2685116214305074,-4.027674321457611,6.116140730321332,0.8462630169059988,-0.09510765286090539,-0.47553826430452695,3.2943349013429524,7.919010244679555e-14,-0.06789000511699257,-0.33945002558496284,2.203396846950607,9.523435646596391e-08,0.0772340482445393,1.004042627179011,2.6229882815326344,1.744278082831582e-09
2.9206515609050614,14.603257804525308,4.565097954255127,0.06912415109883664,1.409465822712241,21.141987340683613,42.81573573234592,0.06912415109883664,1,0.9876832291302357,4.938416145651178,27.3069820242119,0.01202775307961678,-3.605759702107459,-72.11519404214918,-27.55369677400782,0.01202775307961678,-0.040417756918216696,-0.40417756918216696,2.180436786948732,0.8633895041949704,0.011783422467885885,0.2356684493577177,2.065425180108356,0.0002896349119806916,-0.14521440811755112,-1.4521440811755113,7.289855177632594,0.9043487405925559,-0.08610006175652307,-0.8610006175652307,5.905773805325965,1.8640016826200944e-09,0.03475435226673955,0.17377176133369776,5.292064071635162,0.9043487405925559,0.1313763798537922,0.6568818992689609,5.786723591351692,0.12239029295276754
2.296485784711655,11.482428923558274,7.671941795190591,0.1246589393548144,3.843227458788179,15.372909835152717,23.404795030365353,0.016870752865559526,1,0.14214526469747224,4.264357940924167,33.12150014922191,0.012877897060746431,-6.393917429680657,-57.545256867125914,-1.5806903150315545,0.09515550381810953,-0.025863102304683184,-0.25863102304683183,2.225892312503973,0.1907327787291765,0.004720068316777897,0.042480614851001075,2.1207709150383556,0.1907327787291765,0.02091139842813033,0.31367097642195496,8.826314353417356,1.0588495641983578e-07,-0.15040484097686752,-3.00809681953735,7.707318729728354,1.4329970567574868e-08,-0.3142829402829344,1.571414701414672,,0.0003156386065472748,-0.2331544421566143,-2.0983899794095286,5.864676832469979,1.4329970567574868e-08
1.655556090355122,8.27778045177561,5.642989941561611,0.008539081726170182,3.4017034625544045,44.22214501320726,41.05919318275907,0.06309575390802506,1,-0.17129213591995068,-4.282303397998767,32.66716129159831,0.5637656330006727,-5.355674669262952,-96.40214404673314,-21.556704661154047,0.07629738162121429,-0.019912206754573437,-0.29868310131860154,2.2501402786376636,4.3832684551283195e-05,0.005227666816615005,0.0940980026990701,2.1352400022867277,0.0023931834874864433,0.11892865770631644,0.5946432885315822,8.944665060037565,0.015726557942066285,-0.08521591063021004,-3.834715978359452,8.497556351365327,0.00028804195622964067,-0.22815296400853863,1.1407648200426932,,0.015726557942066285,-0.06692532626944374,-0.8700292415027686,5.258088879566764,9.662731158297553e-08
2.658594794374646,-13.29297397187323,,0.013713488475397823,3.9583029479203184,27.708120635442228,7.794904575149333,3.3992339408081375e-05,1,-0.553955427194767,-24.927994223764514,28.624052730749792,0.08736205844198314,-4.238904471988191,-50.86685366385829,22.59335797089697,0.011823168923379295,-0.014385100025445277,-0.21577650038167917,2.273031213294009,3.359177135287584e-18,0.0015346543990969006,0.02608912478464731,2.1693984589851607,0.10700971758177817,0.059635984315696076,0.8945397647354412,8.787559162935407,1.3656442038499036e-08,-0.1597836337257755,-3.9945908431443877,8.42095135640686,5.509401934995134e-06,-0.23314284990347853,-2.3314284990347853,4.134890706193362,0.016423295701946894,-0.040897918482266996,-0.286285429375869,2.4901685388879082,4.070927996923612e-05
0.0,0.0,5.998232300287236,0.5492091224322153,7.982790232501209,23.948370697503627,11.902774536775803,0.07432737214049537,1,-1.0446130334552275,-41.7845213382091,28.02010168836594,0.009889520566530129,-0.7267977459618175,-9.448370697503627,6.202495412346735,0.009889520566530129,,,,,,,,,0.00942624020716778,0.0942624020716778,9.148330789752507,0.015994114640647067,-0.07597729161971704,-4.178751039084437,8.34728379149892,0.015994114640647067,-0.27512535385928877,4.126880307889332,,0.8732490707973576,-0.1877843561181944,-3.3801184101274995,6.117625341629914,8.171535562411694e-14
2.4545295781295766,12.272647890647884,4.1755962082824505,0.0950287512945107,-3.2356525798291216,-22.64956805880385,10.980669079907608,0.012860742972064229,0,0.048594302766103825,1.2148575691525956,24.358675418025864,0.00022284895567466453,0.1852383702026549,2.222860442431859,10.832573786587838,0.6643033743222992,-0.021097561992178226,-0.21097561992178226,2.2149105814128234,0.016495963769807144,0.002493106129887482,0.054848334857524605,2.144344306239241,0.12188960170103254,-0.22148774538097857,-2.2148774538097857,5.790881698011728,0.17320243549717546,-0.1620141813252373,-1.6201418132523728,3.2431515527765846,0.17320243549717546,0.23917549135016689,2.8701058962020025,3.556608777345486,0.17320243549717546,,,,
1.2069271714660041,12.069271714660042,7.6822410145560855,0.09354216646712331,0.8646117165682607,3.458446866273043,29.674057400292064,0.09354216646712331,1,-1.26699704519467,-44.34489658181345,23.59741601241292,0.8170885723959546,-11.360219211467241,-102.24197290320517,-3.3228907246310677,0.8170885723959546,-0.022623313600476536,-0.22623313600476536,2.245454508876392,0.11817632684030158,0.002374432359609476,0.045114214832580046,2.148312786399367,0.11817632684030158,-0.23439231628585197,-2.3439231628585198,8.277568713854514,0.17351219160067485,-0.23491214929326248,-2.3491214929326247,5.9828080356453475,0.17351219160067485,-0.148261997714705,-0.741309988573525,4.092958024541913,0.17351219160067485,0.061501024539372895,0.24600409815749158,3.4480196081458883,0.17351219160067485
0.0,0.0,0.8529411764705882,0.012114650161685602,1.5058299620356255,10.540809734249379,35.24462724425031,0.6614374871267656,1,-1.0368917312740862,-20.737834625481725,36.928504322168905,0.6377452382030883,-1.5058299620356255,-10.540809734249379,-35.24462724425031,0.08630943244501599,-0.03126063737057905,-0.3126063737057905,2.193862634111369,0.1913890872403725,0.010599609327357484,0.07419726529150239,2.0861425587375493,0.1913890872403725,0.0038718560232097114,0.05807784034814567,9.136129570212924,3.6074152681778026e-11,-0.19450243096322475,-2.9175364644483714,7.791961127503692,1.2101530057985703e-14,-0.1673957159981952,-0.8369785799909759,4.120684956935782,0.9555726361182386,0.23843702927356003,0.47687405854712006,3.655331285488913,0.0023686277517408942
3.6842902772305792,18.421451386152896,5.615755487694106,0.013544080403220225,-1.7081831679377426,-10.249099007626455,6.14606195581653,0.013544080403220225,1,-1.2982613251378092,-38.94783975413428,35.9443845036141,0.6793953292143914,-1.757107743083549,-19.32818517391904,11.437355904023551,0.012443559512583467,-0.02255566930931252,-0.2255566930931252,2.279179076236815,0.18956338620908686,0.0020392458394743094,0.042824162628960494,2.130429278698974,0.18956338620908686,0.01975969639677704,0.19759696396777038,8.477378198729744,0.9225564207626722,-0.2297795227875908,-2.297795227875908,7.232395952744804,0.0003094832012973815,-0.24527191043791302,-2.4527191043791303,4.530712038600684,0.0003094832012973815,-0.012378981146109025,-0.07427388687665415,2.8049489361736044,0.0022867887360629984
0.9579904483844727,14.36985672576709,13.172787501283995,0.8323755579948485,-3.6621310968104,-7.3242621936208,26.006790678570972,0.11264978190046637,1,-0.17149386075975262,-3.4298772151950523,30.577513981492295,1.5141344102718782e-09,-3.619960096189493,-43.43952115427392,-12.610959058857668,0.7346053170362433,-0.018800745359442317,-0.18800745359442317,2.305426738999927,0.01691770849021573,0.00029976298892170854,0.006594785756277588,2.1389766929984884,0.01691770849021573,0.03789016693248204,0.3789016693248204,8.12083705630381,0.1905888548359996,-0.22385916009081558,-4.477183201816311,5.8832164231616835,0.1905888548359996,-0.04058693575334508,-0.2841085502734155,3.2626489128030656,0.1905888548359996,,,,
