ego_x,ego_y,npc_x,npc_y,ego_lane,ego_offset,npc_lane,npc_offset
"[592624.96031952 592624.79689789 592624.64767456 592624.32198334
 592624.17241669 592623.97242737 592623.78333282 592623.5901413
 592623.43755341 592622.91028595 592622.65127563 592622.44820404
 592622.21427917 592621.73963928 592621.49996948 592621.22351074
 592620.96941376 592620.4826889  592620.18832397 592619.91416931
 592619.6280365  592619.07410431 592618.73545837 592618.4336853
 592618.13010406 592617.55602264 592617.20149231 592616.87841034
 592616.71263123 592615.89886475 592615.5373764  592615.16990662
 592614.79295349 592614.00463104 592613.59198761 592613.17175293
 592612.73983765 592611.96793365 592611.79850769 592610.71551514
 592610.24942017 592609.77724457 592609.30020905 592608.3384552
 592607.79540253 592607.37133026 592606.8793869  592605.85929108
 592605.39464569 592604.85314178 592603.81926727 592603.19583893
 592602.64041901 592602.15312195 592601.03501892 592600.40346527
 592599.84076691 592598.85704041 592598.15627289 592597.52695465
 592596.89971161 592596.41246033 592595.78475189 592594.73239899
 592594.09690094 592593.60071564 592592.9613266  592592.39226532
 592591.32449341 592590.75495911 592590.25643921 592589.0436554
 592588.47111511 592587.89720154 592587.39402771 592586.16795349
 592585.59030151 592585.01577759 592583.80200195 592583.30200195
 592582.72880554 592582.08163452 592581.50421143 592580.41625977
 592579.76074219 592579.24945068 592578.59020996 592577.48667908
 592577.41287231 592576.45120239 592575.33499146 592574.73699951
 592574.1399231  592572.95288086 592572.36190796 592571.69761658
 592571.17950439 592570.1401062 ]","[4134141.67492676 4134141.83639526 4134141.98431396 4134142.30877686
 4134142.45840454 4134142.65917969 4134142.84970093 4134143.04489136
 4134143.19955444 4134143.73690796 4134144.00244141 4134144.21136475
 4134144.45288086 4134144.94543457 4134145.19537354 4134145.48464966
 4134145.75146484 4134146.26489258 4134146.57684326 4134146.86828613
 4134147.17340088 4134147.76663208 4134148.13079834 4134148.45629883
 4134148.78463745 4134149.4078064  4134149.79406738 4134150.14691162
 4134150.32830811 4134151.22128296 4134151.61914062 4134152.02435303
 4134152.44073486 4134153.31332397 4134153.77105713 4134154.23776245
 4134154.71795654 4134155.5770874  4134155.76574707 4134156.9725647
 4134157.49206543 4134158.01824951 4134158.54980469 4134159.62042236
 4134160.22412109 4134160.69512939 4134161.24087524 4134162.37014771
 4134162.88336182 4134163.48046875 4134164.61730957 4134165.3006897
 4134165.90802002 4134166.4397583  4134167.65563965 4134168.34106445
 4134168.95715332 4134170.05987549 4134170.86749268 4134171.60574341
 4134172.34912109 4134172.92907715 4134173.67614746 4134174.92184448
 4134175.66915894 4134176.25100708 4134176.99990845 4134177.66680908
 4134178.92132568 4134179.5925293  4134180.1807251  4134181.61224365
 4134182.28717041 4134182.96276855 4134183.55426025 4134184.99163818
 4134185.66656494 4134186.33624268 4134187.74490356 4134188.32266235
 4134188.9831543  4134189.72644043 4134190.38748169 4134191.62765503
 4134192.37173462 4134192.95046997 4134193.69448853 4134194.93408203
 4134195.01672363 4134196.09033203 4134197.32928467 4134197.98971558
 4134198.64697266 4134199.94711304 4134200.59124756 4134201.31298828
 4134201.87417603 4134202.99468994]","[592617.9309082  592617.65292358 592617.39624023 592617.11061096
 592616.84798431 592616.57579041 592616.30447388 592616.03131866
 592615.70424652 592615.32737732 592614.95594025 592614.59624481
 592614.22192383 592613.85473633 592613.46492004 592613.11058807
 592612.73456573 592612.3703537  592611.96321106 592611.55399323
 592611.11593628 592610.69301605 592610.26064301 592609.82644653
 592609.40573883 592608.96614838 592608.54554749 592608.10169983
 592607.64472961 592607.11271667 592606.61155701 592606.09606171
 592605.5739975  592605.04649353 592604.53076172 592604.01527405
 592603.49476624 592603.20128632 592602.99040222 592602.72327423
 592602.4703598  592602.20845795 592601.94779205 592601.69599152
 592601.42778778 592601.1618042  592600.90039062 592600.64664459
 592600.35350037 592600.00832367 592599.67319489 592599.33370972
 592598.98049927 592598.6403656  592598.30762482 592597.97119141
 592597.6308136  592597.28253174 592596.96533203 592596.61201477
 592596.25288391 592595.91658783 592595.56443787 592595.20578003
 592594.84347534 592594.48549652 592594.14134216 592593.79670715
 592593.45720673 592593.10017395 592592.72962189 592592.38191223
 592592.00660706 592591.63102722 592591.28677368 592590.9287262
 592590.56286621 592590.20129395 592589.86140442 592589.46739197
 592589.11724854 592588.72221375 592588.35874939 592587.98350525
 592587.59640503 592587.2270813  592586.86068726 592586.47573853
 592586.14231873 592585.7691803  592585.37458801 592584.98690796
 592584.59577942 592584.2280426  592583.83047485 592583.46369934
 592583.07055664 592582.66189575]","[4134142.66555786 4134142.91802979 4134143.15115356 4134143.41052246
 4134143.64898682 4134143.8961792  4134144.14257812 4134144.390625
 4134144.71414185 4134145.0892334  4134145.4588623  4134145.81677246
 4134146.18930054 4134146.55477905 4134146.94268799 4134147.2953186
 4134147.66955566 4134148.03198242 4134148.46331787 4134148.89938354
 4134149.36621094 4134149.81689453 4134150.27767944 4134150.74041748
 4134151.18878174 4134151.65719604 4134152.10546875 4134152.57849121
 4134153.08447266 4134153.67468262 4134154.23071289 4134154.80258179
 4134155.38180542 4134155.96704102 4134156.53921509 4134157.11108398
 4134157.68859863 4134158.01416016 4134158.45391846 4134159.01104736
 4134159.53845215 4134160.08468628 4134160.6282959  4134161.15341187
 4134161.71270752 4134162.26742554 4134162.81259155 4134163.34176636
 4134163.77636719 4134164.27792358 4134164.76495361 4134165.25823975
 4134165.77154541 4134166.26580811 4134166.74932861 4134167.2381897
 4134167.73278809 4134168.23892212 4134168.67477417 4134169.15881348
 4134169.6506958  4134170.11132812 4134170.59368896 4134171.08502197
 4134171.58129883 4134172.07159424 4134172.54302979 4134173.01507568
 4134173.46316528 4134173.93243408 4134174.41949463 4134174.87646484
 4134175.36981201 4134175.86346436 4134176.31591797 4134176.78649902
 4134177.2673645  4134177.74264526 4134178.17205811 4134178.66766357
 4134179.10800171 4134179.6048584  4134180.06195068 4134180.53393555
 4134181.02081299 4134181.48529053 4134181.94610596 4134182.43029785
 4134182.82983398 4134183.27661133 4134183.74902344 4134184.2131958
 4134184.68145752 4134185.1217041  4134185.59771729 4134186.0368042
 4134186.50753784 4134186.99676514]",assets/numpy/ego_lane_0.txt,assets/numpy/ego_offset_0.txt,assets/numpy/npc_lane_0.txt,assets/numpy/npc_offset_0.txt
"[592625.67431641 592625.53862    592625.28033447 592625.13503265
 592624.962883   592624.79964447 592624.46711731 592624.27654266
 592624.05610657 592623.95393372 592623.60373688 592623.14884949
 592622.94619751 592622.71321106 592622.44815826 592621.97597504
 592621.73828888 592621.53206635 592621.06441498 592620.82816315
 592620.62612915 592620.39967346 592619.95677185 592619.71252441
 592619.49852753 592619.31137085 592618.88136292 592618.66499329
 592618.4180603  592618.30590057 592617.74620056 592617.48629761
 592617.21769714 592616.91291046 592616.39838409 592616.1207962
 592615.80705261 592615.34693909 592615.01271057 592614.70414734
 592614.37880707 592613.75588226 592613.37338257 592613.07183838
 592612.72224426 592612.00784302 592611.64302063 592611.22638702
 592610.60358429 592610.25403595 592609.84563446 592609.01229095
 592608.59294891 592608.16726685 592607.73699188 592606.92211151
 592606.43114471 592605.98948669 592605.54270935 592604.75153351
 592604.29611969 592603.83460236 592602.96186066 592602.62613678
 592602.29990387 592601.68544769 592601.37699127 592601.06993866
 592600.76383972 592624.17607117 592624.17607117 592624.17607117
 592624.17553711 592624.17263031 592624.16271973 592624.11998749
 592624.08213806 592624.03230286 592623.96813202 592623.80911255
 592623.69387054]","[4134140.9836731  4134141.11682129 4134141.37127686 4134141.5151062
 4134141.68609619 4134141.8487854  4134142.18170166 4134142.3734436
 4134142.59606934 4134142.69952393 4134143.05557251 4134143.52093506
 4134143.72924805 4134143.96972656 4134144.24319458 4134144.72503662
 4134144.96694946 4134145.1776123  4134145.65380859 4134145.89385986
 4134146.09979248 4134146.33013916 4134146.77893066 4134147.02780151
 4134147.24697876 4134147.4397583  4134147.88549805 4134148.11108398
 4134148.36956787 4134148.48724365 4134149.07739258 4134149.35284424
 4134149.63842773 4134149.96343994 4134150.51446533 4134150.81283569
 4134151.15093994 4134151.64831543 4134152.01080322 4134152.34619141
 4134152.70059204 4134153.38119507 4134153.80029297 4134154.13131714
 4134154.51568604 4134155.30303955 4134155.70593262 4134156.16668701
 4134156.85641479 4134157.24395752 4134157.69692993 4134158.62203979
 4134159.08786011 4134159.56085205 4134160.03890991 4134160.94418335
 4134161.48928833 4134161.97930908 4134162.47460938 4134163.35064697
 4134163.85421753 4134164.36392212 4134165.32608032 4134165.70059204
 4134166.11355591 4134166.82714844 4134167.18344116 4134167.54330444
 4134167.90612793 4134142.40252686 4134142.40252686 4134142.40252686
 4134142.40292358 4134142.40579224 4134142.41555786 4134142.45632935
 4134142.49249268 4134142.5401001  4134142.60150146 4134142.75421143
 4134142.86529541]","[592619.10262299 592618.8914032  592618.67242432 592618.4564209
 592618.23152924 592618.02417755 592617.79644775 592617.58178711
 592617.36942291 592617.06388855 592616.72880554 592616.38948822
 592616.04665375 592615.6971283  592615.34785461 592615.0214386
 592614.6787796  592614.34244537 592613.9855957  592613.65432739
 592613.25665283 592612.87970734 592612.4933548  592612.102005
 592611.72356415 592611.33030701 592610.96910095 592610.58167267
 592610.19367981 592609.85921478 592609.47859955 592609.1129303
 592608.7517395  592608.36850739 592608.00434875 592607.64521027
 592607.27272034 592607.05809021 592607.05809021 592606.67957306
 592606.1869812  592605.74598694 592605.26968384 592604.77127075
 592604.31277466 592603.84748077 592603.40048981 592602.92769623
 592602.695755   592602.49157715 592602.23384857 592601.97808838
 592601.71200562 592601.46076965 592601.20909882 592600.9562912
 592600.7080307  592600.45361328 592600.19708252 592599.89792633
 592599.53302002 592599.18338013 592598.83526611 592598.4140625
 592598.08842468 592597.72953796 592597.39486694 592597.04547119
 592596.66542053 592617.59272766 592617.59272766 592617.59275055
 592617.59280396 592617.59282684 592617.5928421  592617.5928421
 592617.5928421  592617.5928421  592617.5928421  592617.5928421
 592617.5928421 ]","[4134142.2315979  4134142.47833252 4134142.73403931 4134142.98635864
 4134143.24899292 4134143.49121094 4134143.75717163 4134144.00790405
 4134144.25592041 4134144.58636475 4134144.94671631 4134145.31158447
 4134145.68026733 4134146.05615234 4134146.43182373 4134146.78283691
 4134147.15136719 4134147.51306152 4134147.89675903 4134148.24005127
 4134148.65133667 4134149.04119873 4134149.4407959  4134149.84552002
 4134150.23693848 4134150.64367676 4134151.01727295 4134151.41799927
 4134151.8192749  4134152.17678833 4134152.58505249 4134152.97735596
 4134153.36480713 4134153.77593994 4134154.16650391 4134154.55178833
 4134154.95135498 4134155.18157959 4134155.18157959 4134155.59854126
 4134156.14117432 4134156.62695312 4134157.15161133 4134157.70062256
 4134158.20568848 4134158.71826172 4134159.21063232 4134159.73141479
 4134159.98693848 4134160.4236145  4134160.97485352 4134161.52194214
 4134162.09100342 4134162.62841797 4134163.16671753 4134163.70742798
 4134164.23840332 4134164.78256226 4134165.33126831 4134165.76403809
 4134166.27658081 4134166.7677002  4134167.25668335 4134167.84835815
 4134168.3057251  4134168.80987549 4134169.27996826 4134169.77072144
 4134170.30456543 4134143.21508789 4134143.21508789 4134143.21502686
 4134143.21484375 4134143.21481323 4134143.21478271 4134143.21478271
 4134143.21478271 4134143.21478271 4134143.21478271 4134143.21478271
 4134143.21478271]",assets/numpy/ego_lane_1.txt,assets/numpy/ego_offset_1.txt,assets/numpy/npc_lane_1.txt,assets/numpy/npc_offset_1.txt
"[592612.35225677 592612.01792908 592611.62627411 592610.86942291
 592610.34938812 592609.87287903 592608.98382568 592608.98382568
 592608.13748169 592607.6204834  592607.15966797 592606.69858551
 592605.83124542 592605.30883026 592604.90109253 592604.60922241
 592603.49465942 592603.01976776 592601.99115753 592601.99115753
 592601.07414246 592600.5186615  592600.0153656  592599.50166321
 592598.97343445 592597.60557556 592597.11989594 592596.56659698
 592596.01274872 592595.45850372 592594.35212708 592593.73057556
 592593.24710083 592592.62480164 592591.58132935 592591.0189209
 592590.52389526 592589.39013672 592588.82167053 592588.25230408
 592587.61065674 592587.11065674 592585.9647522  592585.38970947
 592584.81266785 592584.37867737 592582.99902344 592582.34188843
 592581.82966614 592581.24658203 592580.0894928  592579.51313782
 592578.93667603 592578.28729248 592577.20332336 592577.13117981
 592575.53813171 592575.02833557 592574.3710022  592573.78486633
 592573.19697571 592572.09002686 592571.42268372]","[4134154.82232666 4134155.19256592 4134155.62686157 4134156.46740723
 4134157.04574585 4134157.57617188 4134158.56655884 4134158.56655884
 4134159.50958252 4134160.08566284 4134160.59902954 4134161.11254883
 4134162.07785034 4134162.65866089 4134163.1116333  4134163.43554688
 4134164.67034912 4134165.19525146 4134166.32955933 4134166.32955933
 4134167.33734131 4134167.94610596 4134168.49664307 4134169.05743408
 4134169.63293457 4134171.12139893 4134171.65670776 4134172.27539062
 4134172.90490723 4134173.54412842 4134174.83837891 4134175.5715332
 4134176.14294434 4134176.87884521 4134178.11193848 4134178.77597046
 4134179.3604126  4134180.69949341 4134181.37121582 4134182.04425049
 4134182.80258179 4134183.39309692 4134184.74414062 4134185.42044067
 4134186.09753418 4134186.60583496 4134188.2159729  4134188.97973633
 4134189.5736084  4134190.24801636 4134191.58068848 4134192.24157715
 4134192.90057373 4134193.64035034 4134194.86968994 4134194.95123291
 4134196.74456787 4134197.31536865 4134198.04919434 4134198.70129395
 4134199.35333252 4134200.57546997 4134201.30883789]","[592603.5850296  592603.09707642 592602.61348724 592602.13082886
 592601.66083527 592601.40946198 592601.14604187 592600.89946747
 592600.64576721 592600.39131927 592600.12782288 592599.87782288
 592599.6279068  592599.37210083 592599.11720276 592598.81256104
 592598.48002625 592598.17021942 592597.83612061 592597.51189423
 592597.17712402 592596.83824158 592596.52440643 592596.18252563
 592595.86753082 592595.54043579 592595.16572571 592594.81378937
 592594.43183136 592594.08921814 592593.71405029 592593.35119629
 592592.97602844 592592.61965942 592592.25282288 592591.92329407
 592591.58026123 592591.22241211 592590.85688782 592590.49635315
 592590.14379883 592589.78269958 592589.40382385 592589.04522705
 592588.69711304 592588.3732605  592587.9815979  592587.6217041
 592587.24278259 592586.86576843 592586.50468445 592586.14596558
 592585.76815796 592585.38470459 592585.03694153 592584.68041992
 592584.31155396 592583.9180603  592583.53404236 592583.17370605
 592582.78019714 592582.40609741 592582.02970886]","[4134156.68771362 4134157.22662354 4134157.76071167 4134158.29382324
 4134158.81298828 4134159.30215454 4134159.8649292  4134160.39172363
 4134160.93371582 4134161.4772644  4134162.04022217 4134162.57434082
 4134163.10827637 4134163.65472412 4134164.19934082 4134164.67605591
 4134165.18249512 4134165.65429688 4134166.16311646 4134166.65689087
 4134167.16671753 4134167.68280029 4134168.16073608 4134168.68145752
 4134169.16113281 4134169.59661865 4134170.08789062 4134170.54928589
 4134171.04998779 4134171.49908447 4134171.99093628 4134172.46664429
 4134172.95843506 4134173.42559814 4134173.90649414 4134174.34552002
 4134174.80300903 4134175.28024292 4134175.76763916 4134176.24841309
 4134176.71853638 4134177.20007324 4134177.7053833  4134178.18356323
 4134178.64776611 4134179.0625     4134179.56213379 4134180.02120972
 4134180.50463867 4134180.98553467 4134181.44616699 4134181.90374756
 4134182.38574219 4134182.87490845 4134183.31854248 4134183.7539978
 4134184.20245361 4134184.68096924 4134185.14788818 4134185.58602905
 4134186.06451416 4134186.51934814 4134186.97705078]",assets/numpy/ego_lane_2.txt,assets/numpy/ego_offset_2.txt,assets/numpy/npc_lane_2.txt,assets/numpy/npc_offset_2.txt
"[592622.8194046  592622.57893372 592622.42098236 592622.27243805
 592622.12242126 592621.97068787 592621.65481567 592623.9401474
 592623.90259552 592623.86205292 592623.81024933 592623.74456024
 592623.61222076 592623.52848816 592623.45246124 592623.36856842
 592623.17948151 592623.05487061 592622.91799927 592622.77926636
 592622.49531555 592622.34436035 592622.19147491 592622.03631592
 592621.72032928 592621.55806732 592621.39032745 592621.27998352
 592620.81400299 592620.60549927 592620.36549377 592620.14823151
 592619.71946716 592619.43864441 592619.17813873 592618.74403381
 592618.44152069 592618.17146301 592617.89309692 592617.33987427
 592617.04096985 592616.70288849 592616.0989151  592616.0989151
 592615.48181152 592615.16889954 592614.8925705  592614.10253906
 592613.71061707 592613.35505676 592612.98756409 592612.6059494
 592612.26789856 592611.42868805 592610.61193848 592610.61193848
 592610.24601746 592609.82170868 592609.18099213 592608.31747437
 592607.88768005 592607.4553833  592606.57548523 592606.12594604
 592605.6655426  592605.19480133 592604.31687927 592603.84862518
 592603.38807678 592602.61166382 592602.31293488 592602.00389099
 592601.38741302 592601.0650177  592600.83097076 592600.57756042
 592600.11948395]","[4134143.71405029 4134143.9508667  4134144.1071167  4134144.2545166
 4134144.40386963 4134144.55548096 4134144.87243652 4134142.62786865
 4134142.66384888 4134142.70263672 4134142.75234985 4134142.81524658
 4134142.94241333 4134143.02319336 4134143.09667969 4134143.17788696
 4134143.36160278 4134143.48318481 4134143.61706543 4134143.75323486
 4134144.03314209 4134144.18264771 4134144.33456421 4134144.48916626
 4134144.80551147 4134144.96868896 4134145.13790894 4134145.24951172
 4134145.72286987 4134145.93579102 4134146.1817627  4134146.40527344
 4134146.8482666  4134147.13989258 4134147.41143799 4134147.86590576
 4134148.184021   4134148.46905518 4134148.76391602 4134149.3526001
 4134149.67218018 4134150.034729   4134150.68521118 4134150.68521118
 4134151.35336304 4134151.69348145 4134151.99450684 4134152.85830688
 4134153.28839111 4134153.67944336 4134154.08441162 4134154.50564575
 4134154.87939453 4134155.8092041  4134156.71627808 4134156.71627808
 4134157.12322998 4134157.59545898 4134158.30892944 4134159.2711792
 4134159.75006104 4134160.23184204 4134161.21209717 4134161.71246338
 4134162.22454834 4134162.74761963 4134163.72174072 4134164.2406311
 4134164.75036621 4134165.6083374  4134165.95120239 4134166.3404541
 4134167.0274353  4134167.38745117 4134167.65216064 4134167.93951416
 4134168.4614563 ]","[592616.27437592 592616.27437592 592616.27437592 592616.27437592
 592616.27437592 592616.27437592 592616.27437592 592616.17877197
 592616.06533813 592615.95303345 592615.84031677 592615.72688293
 592615.61140442 592615.50157166 592615.38410187 592615.27246857
 592615.15715027 592614.94509888 592614.68331146 592614.4337616
 592614.1761322  592613.93551636 592613.68237305 592613.42059326
 592613.16933441 592612.91248322 592612.66777802 592612.38406372
 592612.039505   592611.72779083 592611.40187073 592611.06054688
 592610.72851562 592610.40951538 592610.08905792 592609.89601135
 592609.89601135 592609.53102112 592609.10525513 592608.6582489
 592608.22530365 592607.79644012 592607.34983063 592606.92004395
 592606.46801758 592606.03363037 592605.87669373 592605.66568756
 592605.42963409 592605.18058777 592604.92985535 592604.6725769
 592604.42498016 592604.18292236 592603.9303894  592603.68960571
 592603.43920135 592603.13932037 592602.80123138 592602.45641327
 592602.11605835 592601.77771759 592601.43587494 592601.09700775
 592600.74975586 592600.40067291 592600.06471252 592599.74285126
 592599.33877563 592598.96885681 592598.56044006 592598.18815613
 592597.81230927 592597.45985413 592597.09977722 592596.73202515
 592596.34783936]","[4134144.47433472 4134144.47433472 4134144.47433472 4134144.47433472
 4134144.47433472 4134144.47433472 4134144.47433472 4134144.55941772
 4134144.66040039 4134144.76031494 4134144.8605957  4134144.96154785
 4134145.06433105 4134145.16204834 4134145.26660156 4134145.36593628
 4134145.46856689 4134145.67541504 4134145.93148804 4134146.17559814
 4134146.42767334 4134146.6630249  4134146.91061401 4134147.16671753
 4134147.4125061  4134147.66375732 4134147.90310669 4134148.19494629
 4134148.55072021 4134148.87268066 4134149.20922852 4134149.56173706
 4134149.90463257 4134150.23400879 4134150.56497192 4134150.76434326
 4134150.76434326 4134151.15649414 4134151.61401367 4134152.09429932
 4134152.55944824 4134153.02026367 4134153.50018311 4134153.96188354
 4134154.44760132 4134154.91433716 4134155.08300781 4134155.54760742
 4134156.06726074 4134156.61553955 4134157.1675415  4134157.73400879
 4134158.27911377 4134158.81204224 4134159.36804199 4134159.89813232
 4134160.44943237 4134160.89810181 4134161.38778687 4134161.88720703
 4134162.38018799 4134162.87026978 4134163.36538696 4134163.85617065
 4134164.35910034 4134164.86480713 4134165.35137939 4134165.76937866
 4134166.29034424 4134166.76727295 4134167.29382324 4134167.77380371
 4134168.25830078 4134168.71270752 4134169.17694092 4134169.65106201
 4134170.14633179]",assets/numpy/ego_lane_3.txt,assets/numpy/ego_offset_3.txt,assets/numpy/npc_lane_3.txt,assets/numpy/npc_offset_3.txt
